Team,Game Date,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Philadelphia Flyers,2/22/2011,1,0,0,--,1,1,0.5,0,0,0,2,3,2,3,0,75,0,75,39,29,51.1
Philadelphia Flyers,2/24/2011,1,1,0,--,0,2,1,0,1,0,4,3,4,3,0,100,0,100,43,35,50.9
Philadelphia Flyers,2/26/2011,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,33.3,0,33.3,31,29,43.6
Philadelphia Flyers,3/3/2011,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,100,0,100,30,33,47.7
Philadelphia Flyers,3/5/2011,1,0,1,--,0,0,0,0,0,0,3,5,3,5,25,100,25,125,36,35,59.4
Philadelphia Flyers,3/6/2011,1,0,1,--,0,0,0,0,0,0,0,7,0,7,0,60,0,60,24,36,58.6
Philadelphia Flyers,3/8/2011,1,1,0,--,0,2,1,1,1,0,4,1,4,1,25,100,25,100,27,25,62.3
Philadelphia Flyers,3/10/2011,1,1,0,--,0,2,1,1,1,0,3,2,3,2,33.3,66.7,33.3,66.7,33,29,45.9
Philadelphia Flyers,3/12/2011,1,0,0,--,1,1,0.5,0,0,0,4,5,4,5,100,66.7,100,100,24,41,50
Philadelphia Flyers,3/15/2011,1,1,0,--,0,2,1,1,1,0,3,2,3,2,0,100,0,100,31,22,42.6
Philadelphia Flyers,3/17/2011,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,0,100,0,100,24,25,46.6
Philadelphia Flyers,3/19/2011,1,1,0,--,0,2,1,0,0,1,2,2,2,2,0,100,0,100,30,30,55.7
Philadelphia Flyers,3/22/2011,1,0,0,--,1,1,0.5,0,0,0,4,4,4,4,0,50,0,50,33,23,56.4
Philadelphia Flyers,3/24/2011,1,0,0,--,1,1,0.5,0,0,0,1,1,1,1,0,50,0,50,20,31,51
Philadelphia Flyers,3/26/2011,1,1,0,--,0,2,1,1,1,0,4,1,4,1,100,100,100,100,22,37,41.1
Philadelphia Flyers,3/27/2011,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,33.3,0,33.3,28,36,45.2
Philadelphia Flyers,3/29/2011,1,1,0,--,0,2,1,1,1,0,5,2,5,2,25,100,25,100,24,27,40.4
Philadelphia Flyers,3/31/2011,1,0,1,--,0,0,0,0,0,0,0,1,0,1,0,100,0,100,43,22,57.1
Philadelphia Flyers,4/1/2011,1,0,1,--,0,0,0,0,0,0,2,4,2,4,0,100,-100,100,36,24,58.3
Philadelphia Flyers,4/3/2011,1,0,0,--,1,1,0.5,0,0,0,2,2,2,2,0,66.7,0,66.7,34,34,43.9
Philadelphia Flyers,4/5/2011,1,0,1,--,0,0,0,0,0,0,2,5,2,5,33.3,40,33.3,40,29,36,55
Philadelphia Flyers,4/8/2011,1,0,0,--,1,1,0.5,0,0,0,3,4,3,4,0,100,0,150,27,29,64
Philadelphia Flyers,4/9/2011,1,1,0,--,0,2,1,1,1,0,7,4,7,4,20,66.7,20,66.7,39,36,46.6
Philadelphia Flyers,10/6/2011,1,1,0,--,0,2,1,1,1,0,2,1,2,1,25,80,25,80,29,23,33.3
Philadelphia Flyers,10/8/2011,1,1,0,--,0,2,1,1,1,0,3,0,3,0,0,100,0,100,29,20,40
Philadelphia Flyers,10/12/2011,1,1,0,--,0,2,1,1,1,0,5,4,5,4,40,71.4,40,71.4,27,40,52.1
Philadelphia Flyers,10/15/2011,1,0,0,--,1,1,0.5,0,0,0,2,3,2,3,28.6,75,28.6,75,34,26,48.3
Philadelphia Flyers,10/18/2011,1,1,0,--,0,2,1,1,1,0,7,2,7,2,50,100,50,100,30,23,47.4
Philadelphia Flyers,10/20/2011,1,0,1,--,0,0,0,0,0,0,2,5,2,5,0,83.3,0,83.3,42,28,52.5
Philadelphia Flyers,10/22/2011,1,0,1,--,0,0,0,0,0,0,2,4,2,4,33.3,50,33.3,50,36,25,58.7
Philadelphia Flyers,10/24/2011,1,1,0,--,0,2,1,1,1,0,4,2,4,2,40,100,40,100,30,26,42.2
Philadelphia Flyers,10/26/2011,1,0,1,--,0,0,0,0,0,0,1,5,1,5,0,80,0,80,22,28,52.7
Philadelphia Flyers,10/27/2011,1,0,1,--,0,0,0,0,0,0,8,9,8,9,20,60,20,60,48,25,42.7
Philadelphia Flyers,10/29/2011,1,1,0,--,0,2,1,1,1,0,5,1,5,1,0,100,0,133.3,34,25,37.1
Philadelphia Flyers,11/2/2011,1,1,0,--,0,2,1,1,1,0,3,2,3,2,0,100,0,100,26,31,34.6
Philadelphia Flyers,11/3/2011,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,0,100,0,100,23,39,52.2
Philadelphia Flyers,11/5/2011,1,1,0,--,0,2,1,1,1,0,9,2,9,2,20,100,20,150,33,35,55.1
Philadelphia Flyers,11/9/2011,1,0,0,--,1,1,0.5,0,0,0,1,2,1,2,20,85.7,20,85.7,15,24,50
Philadelphia Flyers,11/13/2011,1,1,0,--,0,2,1,1,1,0,3,2,3,2,0,100,0,114.3,35,33,56
Philadelphia Flyers,11/14/2011,1,1,0,--,0,2,1,1,1,0,5,3,5,3,20,100,-20,100,28,20,40.9
Philadelphia Flyers,11/17/2011,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,100,0,100,42,31,45.5
Philadelphia Flyers,11/19/2011,1,0,1,--,0,0,0,0,0,0,4,6,4,6,25,62.5,12.5,62.5,31,40,33.8
Philadelphia Flyers,11/21/2011,1,0,1,--,0,0,0,0,0,0,2,4,2,4,25,50,25,50,32,31,41.2
Philadelphia Flyers,11/23/2011,1,1,0,--,0,2,1,0,1,0,4,3,4,3,25,75,25,75,33,32,50
Philadelphia Flyers,11/25/2011,1,1,0,--,0,2,1,1,1,0,3,1,3,1,0,100,0,100,36,24,59.2
Philadelphia Flyers,11/26/2011,1,0,1,--,0,0,0,0,0,0,0,2,0,2,0,50,0,50,29,32,54.1
Philadelphia Flyers,12/2/2011,1,1,0,--,0,2,1,0,1,0,4,3,4,3,33.3,66.7,33.3,66.7,47,22,47.1
Philadelphia Flyers,12/3/2011,1,1,0,--,0,2,1,1,1,0,4,2,4,2,66.7,100,66.7,100,30,38,49.1
Philadelphia Flyers,12/7/2011,1,1,0,--,0,2,1,0,1,0,5,4,5,4,0,50,0,50,34,24,55
Philadelphia Flyers,12/8/2011,1,1,0,--,0,2,1,1,1,0,3,2,3,2,16.7,80,16.7,80,29,27,46.5
Philadelphia Flyers,12/10/2011,1,1,0,--,0,2,1,1,1,0,5,2,5,2,40,75,40,75,32,19,51.7
Philadelphia Flyers,12/13/2011,1,1,0,--,0,2,1,1,1,0,5,1,5,1,0,100,0,100,33,32,51
Philadelphia Flyers,12/15/2011,1,1,0,--,0,2,1,1,1,0,4,3,4,3,0,88.9,0,88.9,25,31,53.3
Philadelphia Flyers,12/17/2011,1,0,1,--,0,0,0,0,0,0,0,6,0,6,0,62.5,0,62.5,31,37,47.7
Philadelphia Flyers,12/19/2011,1,0,0,--,1,1,0.5,0,0,0,2,2,2,2,25,100,25,100,33,27,49.2
Philadelphia Flyers,12/21/2011,1,1,0,--,0,2,1,1,1,0,4,1,4,1,40,100,40,100,30,31,41
Philadelphia Flyers,12/23/2011,1,0,1,--,0,0,0,0,0,0,2,4,2,4,25,75,25,75,30,24,44.2
Philadelphia Flyers,12/27/2011,1,0,1,--,0,0,0,0,0,0,1,5,1,5,0,75,0,75,32,16,43.1
Philadelphia Flyers,12/29/2011,1,1,0,--,0,2,1,1,1,0,4,2,4,2,25,100,25,100,23,26,31.5
Philadelphia Flyers,1/2/2012,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,100,0,100,36,33,56.1
Philadelphia Flyers,1/5/2012,1,1,0,--,0,2,1,1,1,0,5,4,5,4,25,--,25,--,46,34,54.9
Philadelphia Flyers,1/7/2012,1,1,0,--,0,2,1,0,1,0,3,2,3,2,16.7,66.7,16.7,66.7,39,37,55.4
Philadelphia Flyers,1/8/2012,1,0,1,--,0,0,0,0,0,0,4,6,4,6,33.3,100,33.3,100,37,38,39.4
Philadelphia Flyers,1/10/2012,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,66.7,0,66.7,37,36,47.7
Philadelphia Flyers,1/12/2012,1,1,0,--,0,2,1,1,1,0,3,2,3,2,33.3,100,33.3,100,22,35,48.3
Philadelphia Flyers,1/14/2012,1,0,1,--,0,0,0,0,0,0,2,4,2,4,0,66.7,0,66.7,38,25,55.2
Philadelphia Flyers,1/17/2012,1,1,0,--,0,2,1,1,1,0,5,1,5,1,33.3,100,33.3,200,34,26,48.3
Philadelphia Flyers,1/19/2012,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,66.7,-25,66.7,41,27,53.7
Philadelphia Flyers,1/21/2012,1,1,0,--,0,2,1,1,1,0,4,1,4,1,40,100,40,100,20,31,50
Philadelphia Flyers,1/22/2012,1,0,0,--,1,1,0.5,0,0,0,5,5,5,5,37.5,80,37.5,80,38,37,45.6
Philadelphia Flyers,1/24/2012,1,1,0,--,0,2,1,0,0,1,2,2,2,2,33.3,50,33.3,50,37,25,41.8
Philadelphia Flyers,1/31/2012,1,0,0,--,1,1,0.5,0,0,0,1,1,1,1,100,100,100,100,28,24,59
Philadelphia Flyers,2/2/2012,1,1,0,--,0,2,1,1,1,0,4,1,4,1,33.3,100,33.3,100,28,27,43.1
Philadelphia Flyers,2/4/2012,1,0,1,--,0,0,0,0,0,0,4,6,4,6,14.3,57.1,0,57.1,41,31,59.7
Philadelphia Flyers,2/5/2012,1,0,1,--,0,0,0,0,0,0,2,5,2,5,16.7,100,16.7,100,23,38,48.3
Philadelphia Flyers,2/7/2012,1,0,0,--,1,1,0.5,0,0,0,0,0,0,0,0,100,0,100,45,18,59
Philadelphia Flyers,2/9/2012,1,1,0,--,0,2,1,1,1,0,4,3,4,3,0,75,0,75,39,27,56.4
