Team,Game Date,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Philadelphia Flyers,2/20/2023,1,1,0,--,0,2,1,1,1,0,4,3,4,3,0,100,0,100,22,35,41.9
Philadelphia Flyers,2/21/2023,1,0,1,--,0,0,0,0,0,0,2,4,2,4,0,50,-33.3,50,26,27,44.8
Philadelphia Flyers,2/24/2023,1,0,1,--,0,0,0,0,0,0,2,5,2,5,--,50,--,50,26,31,44.6
Philadelphia Flyers,2/25/2023,1,0,1,--,0,0,0,0,0,0,0,7,0,7,0,100,0,100,23,36,44.1
Philadelphia Flyers,3/1/2023,1,0,0,--,1,1,0.5,0,0,0,2,3,2,3,33.3,0,33.3,0,28,25,41.3
Philadelphia Flyers,3/5/2023,1,1,0,--,0,2,1,1,1,0,3,1,3,1,0,100,0,150,37,26,38.9
Philadelphia Flyers,3/7/2023,1,0,1,--,0,0,0,0,0,0,2,5,2,5,0,50,0,50,35,39,37.5
Philadelphia Flyers,3/9/2023,1,0,1,--,0,0,0,0,0,0,0,1,0,1,0,75,0,75,19,29,37
Philadelphia Flyers,3/11/2023,1,0,1,--,0,0,0,0,0,0,1,5,1,5,0,75,0,75,32,32,50.9
Philadelphia Flyers,3/14/2023,1,0,1,--,0,0,0,0,0,0,3,5,3,5,0,50,0,50,30,33,50
Philadelphia Flyers,3/17/2023,1,1,0,--,0,2,1,1,1,0,5,2,5,2,100,50,100,50,22,38,51.2
Philadelphia Flyers,3/18/2023,1,0,0,--,1,1,0.5,0,0,0,4,5,4,5,25,0,25,0,33,34,46.3
Philadelphia Flyers,3/21/2023,1,1,0,--,0,2,1,1,1,0,6,3,6,3,0,75,0,75,24,44,50.9
Philadelphia Flyers,3/23/2023,1,1,0,--,0,2,1,0,0,1,4,4,4,4,100,100,100,100,34,24,45.8
Philadelphia Flyers,3/25/2023,1,1,0,--,0,2,1,1,1,0,3,0,3,0,0,100,0,100,22,29,48.2
Philadelphia Flyers,3/28/2023,1,1,0,--,0,2,1,1,1,0,3,2,3,2,0,--,0,--,27,29,43.1
Philadelphia Flyers,3/30/2023,1,0,0,--,1,1,0.5,0,0,0,4,5,4,5,100,66.7,100,66.7,11,46,45.3
Philadelphia Flyers,4/1/2023,1,0,1,--,0,0,0,0,0,0,3,6,3,6,0,100,-50,100,42,29,60.3
Philadelphia Flyers,4/2/2023,1,0,1,--,0,0,0,0,0,0,2,4,2,4,0,75,0,75,33,31,51.8
Philadelphia Flyers,4/4/2023,1,0,1,--,0,0,0,0,0,0,2,4,2,4,0,100,0,100,34,32,46.2
Philadelphia Flyers,4/6/2023,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,0,0,0,25,30,50.9
Philadelphia Flyers,4/8/2023,1,0,1,--,0,0,0,0,0,0,0,4,0,4,0,100,0,100,27,21,34
Philadelphia Flyers,4/9/2023,1,0,1,--,0,0,0,0,0,0,3,5,3,5,0,100,0,100,37,34,41.8
Philadelphia Flyers,4/11/2023,1,1,0,--,0,2,1,0,1,0,4,3,4,3,33.3,66.7,33.3,66.7,39,31,47.3
Philadelphia Flyers,4/13/2023,1,1,0,--,0,2,1,0,1,0,5,4,5,4,100,0,100,0,36,38,41.7
Philadelphia Flyers,10/12/2023,1,1,0,--,0,2,1,1,1,0,4,2,4,2,0,100,0,100,37,33,46.3
Philadelphia Flyers,10/14/2023,1,0,1,--,0,0,0,0,0,0,2,5,2,5,16.7,40,16.7,40,21,31,38.3
Philadelphia Flyers,10/17/2023,1,1,0,--,0,2,1,1,1,0,2,0,2,0,0,100,0,100,42,26,50
Philadelphia Flyers,10/19/2023,1,1,0,--,0,2,1,1,1,0,4,1,4,1,0,100,0,150,32,23,52.2
Philadelphia Flyers,10/21/2023,1,0,0,--,1,1,0.5,0,0,0,4,5,4,5,0,100,0,200,40,25,46.4
Philadelphia Flyers,10/24/2023,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,100,0,100,28,29,43.6
Philadelphia Flyers,10/26/2023,1,1,0,--,0,2,1,1,1,0,6,2,6,2,66.7,100,66.7,100,35,28,52.8
Philadelphia Flyers,10/28/2023,1,0,1,--,0,0,0,0,0,0,4,7,4,7,25,0,0,0,30,25,62.5
Philadelphia Flyers,10/30/2023,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,0,0,0,28,32,29.1
Philadelphia Flyers,11/1/2023,1,0,1,--,0,0,0,0,0,0,2,5,2,5,0,100,0,100,40,15,54.1
Philadelphia Flyers,11/3/2023,1,1,0,--,0,2,1,1,1,0,5,1,5,1,0,100,0,100,19,22,40
Philadelphia Flyers,11/4/2023,1,0,1,--,0,0,0,0,0,0,0,5,0,5,0,80,0,80,24,30,41.5
Philadelphia Flyers,11/7/2023,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,80,0,80,39,19,30.2
Philadelphia Flyers,11/10/2023,1,1,0,--,0,2,1,1,1,0,6,3,6,3,0,66.7,0,66.7,36,38,49.2
Philadelphia Flyers,11/11/2023,1,1,0,--,0,2,1,1,1,0,4,2,4,2,0,100,0,100,26,37,43.6
Philadelphia Flyers,11/15/2023,1,1,0,--,0,2,1,1,1,0,3,1,3,1,0,100,0,100,24,32,54.4
Philadelphia Flyers,11/18/2023,1,1,0,--,0,2,1,0,1,0,4,3,4,3,50,75,50,75,38,31,50.9
Philadelphia Flyers,11/19/2023,1,1,0,--,0,2,1,1,1,0,5,2,5,2,25,100,25,120,27,22,50
Philadelphia Flyers,11/22/2023,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,100,0,100,36,25,40.7
Philadelphia Flyers,11/24/2023,1,0,1,--,0,0,0,0,0,0,1,3,1,3,0,100,0,100,37,19,46.4
Philadelphia Flyers,11/25/2023,1,1,0,--,0,2,1,0,0,1,0,0,0,0,0,100,0,100,40,25,43.8
Philadelphia Flyers,11/28/2023,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,100,0,100,29,36,51.9
Philadelphia Flyers,11/30/2023,1,0,0,--,1,1,0.5,0,0,0,3,4,3,4,33.3,80,33.3,80,47,35,47.6
Philadelphia Flyers,12/2/2023,1,1,0,--,0,2,1,0,0,1,3,3,3,3,25,100,25,120,33,32,38.2
Philadelphia Flyers,12/4/2023,1,1,0,--,0,2,1,0,1,0,2,1,2,1,0,100,0,100,33,32,55.8
Philadelphia Flyers,12/7/2023,1,1,0,--,0,2,1,1,1,0,4,1,4,1,--,100,--,133.3,26,26,56.6
