Team,Game Date,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Philadelphia Flyers,2/3/2010,1,0,1,--,0,0,0,0,0,0,0,1,0,1,0,66.7,0,66.7,33,27,62.3
Philadelphia Flyers,2/6/2010,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,100,0,100,39,30,56.3
Philadelphia Flyers,2/8/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,25,85.7,0,85.7,37,30,40
Philadelphia Flyers,2/10/2010,1,1,0,--,0,2,1,0,1,0,3,2,3,2,0,100,0,100,15,23,50
Philadelphia Flyers,2/12/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,0,100,0,100,33,25,50.9
Philadelphia Flyers,2/13/2010,1,1,0,--,0,2,1,1,1,0,6,2,6,2,66.7,66.7,66.7,83.3,26,28,45.8
Philadelphia Flyers,3/2/2010,1,1,0,--,0,2,1,1,1,0,7,2,7,2,33.3,100,33.3,114.3,34,38,47.4
Philadelphia Flyers,3/3/2010,1,0,1,--,0,0,0,0,0,0,4,7,4,7,50,71.4,50,71.4,42,43,56.8
Philadelphia Flyers,3/5/2010,1,0,0,--,1,1,0.5,0,0,0,2,3,2,3,0,100,0,100,29,35,42.6
Philadelphia Flyers,3/7/2010,1,1,0,--,0,2,1,1,1,0,3,1,3,1,16.7,100,16.7,100,25,28,36.2
Philadelphia Flyers,3/9/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,50,100,50,100,35,25,53.7
Philadelphia Flyers,3/11/2010,1,0,1,--,0,0,0,0,0,0,1,5,1,5,100,100,100,100,32,37,49.2
Philadelphia Flyers,3/13/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,0,75,0,75,34,41,48.9
Philadelphia Flyers,3/14/2010,1,0,1,--,0,0,0,0,0,0,1,3,1,3,25,80,25,80,18,21,51
Philadelphia Flyers,3/16/2010,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,50,--,50,--,45,30,50.8
Philadelphia Flyers,3/18/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,0,66.7,0,66.7,31,29,51.9
Philadelphia Flyers,3/20/2010,1,0,1,--,0,0,0,0,0,0,2,5,2,5,0,100,0,100,27,28,54.7
Philadelphia Flyers,3/21/2010,1,0,1,--,0,0,0,0,0,0,1,3,1,3,0,100,0,100,45,31,59.3
Philadelphia Flyers,3/23/2010,1,0,1,--,0,0,0,0,0,0,0,2,0,2,0,100,0,100,26,26,40.4
Philadelphia Flyers,3/25/2010,1,0,0,--,1,1,0.5,0,0,0,3,4,3,4,0,50,0,50,35,21,57.4
Philadelphia Flyers,3/27/2010,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,80,0,80,27,31,50.8
Philadelphia Flyers,3/28/2010,1,1,0,--,0,2,1,1,1,0,5,1,5,1,50,100,50,100,25,33,41.3
Philadelphia Flyers,4/1/2010,1,0,1,--,0,0,0,0,0,0,4,6,4,6,33.3,100,33.3,100,35,28,49.2
Philadelphia Flyers,4/2/2010,1,0,1,--,0,0,0,0,0,0,0,1,0,1,0,100,0,100,35,23,50
Philadelphia Flyers,4/4/2010,1,1,0,--,0,2,1,1,1,0,4,3,4,3,0,100,0,100,25,34,42.9
Philadelphia Flyers,4/6/2010,1,1,0,--,0,2,1,1,1,0,2,0,2,0,20,100,20,100,23,23,44
Philadelphia Flyers,4/9/2010,1,0,1,--,0,0,0,0,0,0,3,4,3,4,0,75,0,75,27,25,56.4
Philadelphia Flyers,4/11/2010,1,1,0,--,0,2,1,0,0,1,1,1,1,1,25,100,25,100,47,25,49.2
Philadelphia Flyers,10/7/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,25,80,25,100,27,31,39.3
Philadelphia Flyers,10/9/2010,1,0,0,--,1,1,0.5,0,0,0,1,2,1,2,0,88.9,0,88.9,30,25,43.1
Philadelphia Flyers,10/11/2010,1,1,0,--,0,2,1,1,1,0,4,2,4,2,0,100,0,133.3,38,27,49.1
Philadelphia Flyers,10/14/2010,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,100,0,100,26,24,45.3
Philadelphia Flyers,10/16/2010,1,0,1,--,0,0,0,0,0,0,1,5,1,5,20,75,0,75,30,32,52.6
Philadelphia Flyers,10/21/2010,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,100,0,100,42,22,44.8
Philadelphia Flyers,10/23/2010,1,1,0,--,0,2,1,1,1,0,5,2,5,2,16.7,100,16.7,100,40,14,57.4
Philadelphia Flyers,10/25/2010,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,75,0,75,29,25,43.1
Philadelphia Flyers,10/26/2010,1,1,0,--,0,2,1,1,1,0,6,3,6,3,60,33.3,60,33.3,34,35,51.7
Philadelphia Flyers,10/29/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,20,100,20,116.7,24,28,47.2
Philadelphia Flyers,10/30/2010,1,1,0,--,0,2,1,1,1,0,6,1,6,1,25,100,12.5,100,29,31,55.1
Philadelphia Flyers,11/1/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,20,100,20,100,37,28,60.6
Philadelphia Flyers,11/4/2010,1,1,0,--,0,2,1,1,1,0,4,1,4,1,40,75,40,75,21,21,51.9
Philadelphia Flyers,11/6/2010,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,83.3,0,83.3,26,32,31.5
Philadelphia Flyers,11/7/2010,1,0,0,--,1,1,0.5,0,0,0,2,3,2,3,0,66.7,0,66.7,25,39,42.6
Philadelphia Flyers,11/11/2010,1,1,0,--,0,2,1,1,1,0,8,1,8,1,100,100,100,125,26,36,58.2
Philadelphia Flyers,11/13/2010,1,1,0,--,0,2,1,1,1,0,5,2,5,2,50,100,50,100,42,36,53.7
Philadelphia Flyers,11/15/2010,1,1,0,--,0,2,1,1,1,0,5,1,5,1,20,100,20,200,46,29,50.7
Philadelphia Flyers,11/16/2010,1,0,1,--,0,0,0,0,0,0,0,3,0,3,0,75,0,75,41,28,56.2
Philadelphia Flyers,11/18/2010,1,0,1,--,0,0,0,0,0,0,7,8,7,8,0,66.7,0,66.7,32,33,52.9
Philadelphia Flyers,11/20/2010,1,1,0,--,0,2,1,0,0,1,4,4,4,4,11.1,57.1,11.1,57.1,35,37,45.6
Philadelphia Flyers,11/22/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,0,100,0,100,45,31,63.3
Philadelphia Flyers,11/24/2010,1,1,0,--,0,2,1,1,1,0,6,1,6,1,0,100,0,133.3,28,16,32.7
Philadelphia Flyers,11/26/2010,1,0,0,--,1,1,0.5,0,0,0,2,2,2,2,0,100,-16.7,100,36,30,51.4
Philadelphia Flyers,11/27/2010,1,0,0,--,1,1,0.5,0,0,0,1,1,1,1,50,100,50,100,41,25,53.6
Philadelphia Flyers,12/1/2010,1,0,1,--,0,0,0,0,0,0,0,3,0,3,0,50,0,50,41,32,53.6
Philadelphia Flyers,12/4/2010,1,1,0,--,0,2,1,1,1,0,5,3,5,3,0,33.3,0,33.3,34,26,42.9
Philadelphia Flyers,12/5/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,25,100,25,100,27,30,59.3
Philadelphia Flyers,12/8/2010,1,0,0,--,1,1,0.5,0,0,0,4,4,4,4,0,80,0,80,35,33,36.8
Philadelphia Flyers,12/9/2010,1,1,0,--,0,2,1,1,1,0,4,1,4,1,25,100,25,100,28,32,68.3
Philadelphia Flyers,12/11/2010,1,1,0,--,0,2,1,0,1,0,2,1,2,1,0,100,0,100,33,36,41.9
Philadelphia Flyers,12/14/2010,1,1,0,--,0,2,1,1,1,0,3,2,3,2,16.7,50,16.7,50,37,23,51.7
Philadelphia Flyers,12/15/2010,1,1,0,--,0,2,1,1,1,0,5,3,5,3,33.3,50,33.3,50,30,41,45.9
Philadelphia Flyers,12/18/2010,1,1,0,--,0,2,1,1,1,0,4,1,4,1,25,100,25,100,39,25,50.9
Philadelphia Flyers,12/20/2010,1,0,1,--,0,0,0,0,0,0,0,5,0,5,0,100,0,100,26,34,43.6
Philadelphia Flyers,12/28/2010,1,0,1,--,0,0,0,0,0,0,2,6,2,6,25,66.7,25,66.7,37,49,33.8
