Team,Game Date,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Philadelphia Flyers,1/7/2014,1,1,0,--,0,2,1,0,1,0,3,2,3,2,20,100,0,100,28,33,57.4
Philadelphia Flyers,1/8/2014,1,1,0,--,0,2,1,1,1,0,3,1,3,1,0,100,-25,100,27,20,51
Philadelphia Flyers,1/11/2014,1,0,1,--,0,0,0,0,0,0,3,6,3,6,25,100,25,100,38,25,56.1
Philadelphia Flyers,1/12/2014,1,0,1,--,0,0,0,0,0,0,1,4,1,4,33.3,80,33.3,80,38,35,43.3
Philadelphia Flyers,1/14/2014,1,1,0,--,0,2,1,1,1,0,4,3,4,3,33.3,100,33.3,100,33,19,47.8
Philadelphia Flyers,1/16/2014,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,25,60,25,60,30,37,61.4
Philadelphia Flyers,1/18/2014,1,1,0,--,0,2,1,1,1,0,6,4,6,4,0,100,-50,100,32,29,67.2
Philadelphia Flyers,1/20/2014,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,0,66.7,0,83.3,29,43,44.8
Philadelphia Flyers,1/22/2014,1,0,1,--,0,0,0,0,0,0,2,3,2,3,50,100,50,100,24,32,44
Philadelphia Flyers,1/23/2014,1,0,1,--,0,0,0,0,0,0,2,5,2,5,16.7,85.7,16.7,85.7,28,39,41.4
Philadelphia Flyers,1/25/2014,1,0,1,--,0,0,0,0,0,0,1,6,1,6,50,40,50,40,26,33,40.3
Philadelphia Flyers,1/28/2014,1,1,0,--,0,2,1,1,1,0,5,0,5,0,50,100,50,100,28,33,46.2
Philadelphia Flyers,1/30/2014,1,0,1,--,0,0,0,0,0,0,3,5,3,5,25,100,0,100,30,28,46.4
Philadelphia Flyers,2/1/2014,1,1,0,--,0,2,1,1,1,0,2,0,2,0,50,100,50,100,13,35,40.7
Philadelphia Flyers,2/3/2014,1,1,0,--,0,2,1,1,1,0,5,2,5,2,50,80,50,80,28,22,46.3
Philadelphia Flyers,2/6/2014,1,1,0,--,0,2,1,1,1,0,3,1,3,1,20,100,20,100,35,39,50.7
Philadelphia Flyers,2/8/2014,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,100,0,100,23,33,62
Philadelphia Flyers,2/27/2014,1,0,1,--,0,0,0,0,0,0,3,7,3,7,0,80,-20,80,30,29,48.7
Philadelphia Flyers,3/1/2014,1,1,0,--,0,2,1,1,1,0,4,2,4,2,25,66.7,25,66.7,31,35,55.9
Philadelphia Flyers,3/2/2014,1,1,0,--,0,2,1,0,1,0,5,4,5,4,50,100,50,116.7,36,29,61.7
Philadelphia Flyers,3/5/2014,1,1,0,--,0,2,1,1,1,0,6,4,6,4,50,25,50,25,30,25,62.9
Philadelphia Flyers,3/8/2014,1,0,0,--,1,1,0.5,0,0,0,3,4,3,4,0,100,0,100,31,36,47.7
Philadelphia Flyers,3/11/2014,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,100,0,100,31,26,65.5
Philadelphia Flyers,3/15/2014,1,1,0,--,0,2,1,1,1,0,4,0,4,0,25,100,25,120,40,25,56.4
Philadelphia Flyers,3/16/2014,1,1,0,--,0,2,1,1,1,0,4,3,4,3,66.7,100,66.7,125,35,23,54
Philadelphia Flyers,3/18/2014,1,1,0,--,0,2,1,0,1,0,3,2,3,2,0,100,0,100,37,25,50
Philadelphia Flyers,3/20/2014,1,1,0,--,0,2,1,1,1,0,4,2,4,2,50,66.7,50,66.7,29,35,56.5
Philadelphia Flyers,3/22/2014,1,1,0,--,0,2,1,1,1,0,4,1,4,1,20,100,0,100,19,33,44.1
Philadelphia Flyers,3/24/2014,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,100,0,100,32,41,61.9
Philadelphia Flyers,3/26/2014,1,0,1,--,0,0,0,0,0,0,1,3,1,3,0,100,0,100,31,29,51.6
Philadelphia Flyers,3/28/2014,1,1,0,--,0,2,1,1,1,0,4,2,4,2,40,100,40,100,29,34,54
Philadelphia Flyers,3/30/2014,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,0,50,0,50,52,30,56.2
Philadelphia Flyers,4/1/2014,1,0,0,--,1,1,0.5,0,0,0,0,0,0,0,0,100,0,100,31,28,38.2
Philadelphia Flyers,4/3/2014,1,0,1,--,0,0,0,0,0,0,0,2,0,2,0,75,0,75,37,27,60.7
Philadelphia Flyers,4/5/2014,1,0,1,--,0,0,0,0,0,0,2,5,2,5,33.3,100,33.3,100,26,42,40.4
Philadelphia Flyers,4/6/2014,1,1,0,--,0,2,1,1,1,0,5,2,5,2,25,83.3,25,83.3,37,19,50
Philadelphia Flyers,4/8/2014,1,1,0,--,0,2,1,1,1,0,5,2,5,2,0,100,0,100,27,40,48.5
Philadelphia Flyers,4/10/2014,1,0,1,--,0,0,0,0,0,0,2,4,2,4,33.3,66.7,33.3,66.7,36,30,50.9
Philadelphia Flyers,4/12/2014,1,1,0,--,0,2,1,0,1,0,4,3,4,3,50,100,50,100,21,36,54
Philadelphia Flyers,4/13/2014,1,0,0,--,1,1,0.5,0,0,0,5,5,5,5,50,75,50,75,44,38,37.7
Philadelphia Flyers,10/8/2014,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,50,0,50,20,33,41
Philadelphia Flyers,10/9/2014,1,0,1,--,0,0,0,0,0,0,4,6,4,6,40,100,40,100,39,26,57.1
Philadelphia Flyers,10/11/2014,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,20,100,20,100,32,38,49.1
Philadelphia Flyers,10/14/2014,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,50,100,50,100,42,28,50
Philadelphia Flyers,10/18/2014,1,1,0,--,0,2,1,0,1,0,6,5,6,5,40,33.3,40,33.3,37,23,60.9
Philadelphia Flyers,10/21/2014,1,0,1,--,0,0,0,0,0,0,0,4,0,4,0,50,0,50,32,43,50.8
Philadelphia Flyers,10/22/2014,1,1,0,--,0,2,1,1,1,0,5,3,5,3,0,100,0,100,33,25,45.8
Philadelphia Flyers,10/25/2014,1,1,0,--,0,2,1,1,1,0,4,2,4,2,20,100,20,100,17,37,50.8
Philadelphia Flyers,10/28/2014,1,1,0,--,0,2,1,0,1,0,3,2,3,2,0,100,-50,100,43,40,41.8
Philadelphia Flyers,10/30/2014,1,0,1,--,0,0,0,0,0,0,3,4,3,4,0,60,0,60,27,32,50
Philadelphia Flyers,11/1/2014,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,75,0,75,37,30,44.8
Philadelphia Flyers,11/4/2014,1,1,0,--,0,2,1,1,1,0,4,1,4,1,--,100,--,100,25,36,65.7
Philadelphia Flyers,11/6/2014,1,1,0,--,0,2,1,1,1,0,4,1,4,1,0,75,0,75,30,35,48
Philadelphia Flyers,11/8/2014,1,1,0,--,0,2,1,1,1,0,4,3,4,3,50,100,50,100,27,39,46.3
Philadelphia Flyers,11/14/2014,1,0,1,--,0,0,0,0,0,0,3,4,3,4,66.7,25,66.7,25,27,38,55.7
Philadelphia Flyers,11/15/2014,1,0,1,--,0,0,0,0,0,0,3,6,3,6,20,0,20,0,29,28,43.1
Philadelphia Flyers,11/19/2014,1,0,1,--,0,0,0,0,0,0,0,2,0,2,0,75,0,75,31,34,49.3
Philadelphia Flyers,11/20/2014,1,0,1,--,0,0,0,0,0,0,2,3,2,3,33.3,80,33.3,80,39,29,51.7
Philadelphia Flyers,11/22/2014,1,1,0,--,0,2,1,1,1,0,4,2,4,2,25,66.7,25,66.7,37,22,64.3
Philadelphia Flyers,11/24/2014,1,0,0,--,1,1,0.5,0,0,0,0,0,0,0,0,100,0,100,21,46,51.5
Philadelphia Flyers,11/26/2014,1,0,1,--,0,0,0,0,0,0,2,5,2,5,25,66.7,25,66.7,24,25,55.6
Philadelphia Flyers,11/28/2014,1,0,1,--,0,0,0,0,0,0,0,3,0,3,0,83.3,-16.7,83.3,26,24,57.5
Philadelphia Flyers,11/29/2014,1,0,1,--,0,0,0,0,0,0,2,5,2,5,100,75,100,75,23,35,64.7
Philadelphia Flyers,12/2/2014,1,0,1,--,0,0,0,0,0,0,1,2,1,2,50,100,50,100,29,27,50
Philadelphia Flyers,12/3/2014,1,0,0,--,1,1,0.5,0,0,0,4,4,4,4,50,80,50,80,35,33,45.5
Philadelphia Flyers,12/6/2014,1,1,0,--,0,2,1,1,1,0,2,1,2,1,20,100,20,100,16,38,48.1
Philadelphia Flyers,12/9/2014,1,0,0,--,1,1,0.5,0,0,0,2,3,2,3,25,50,25,50,21,24,50
Philadelphia Flyers,12/11/2014,1,1,0,--,0,2,1,1,1,0,4,1,4,1,20,50,20,100,36,18,60.7
Philadelphia Flyers,12/13/2014,1,1,0,--,0,2,1,1,1,0,5,1,5,1,100,66.7,100,66.7,23,26,53.2
Philadelphia Flyers,12/16/2014,1,0,1,--,0,0,0,0,0,0,1,3,1,3,33.3,100,33.3,100,24,23,48.2
Philadelphia Flyers,12/18/2014,1,0,0,--,1,1,0.5,0,0,0,1,1,1,1,0,100,0,100,26,32,50.7
Philadelphia Flyers,12/20/2014,1,1,0,--,0,2,1,1,1,0,7,4,7,4,0,75,0,75,42,25,51.5
Philadelphia Flyers,12/21/2014,1,1,0,--,0,2,1,0,1,0,4,3,4,3,0,100,0,100,23,28,41.9
Philadelphia Flyers,12/23/2014,1,1,0,--,0,2,1,1,1,0,5,2,5,2,0,80,0,80,30,24,49.3
Philadelphia Flyers,12/27/2014,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,40,0,40,27,38,43.3
Philadelphia Flyers,12/29/2014,1,0,1,--,0,0,0,0,0,0,2,4,2,4,0,50,0,50,32,25,56.9
Philadelphia Flyers,12/31/2014,1,0,0,--,1,1,0.5,0,0,0,3,4,3,4,40,75,40,75,29,33,51.4
Philadelphia Flyers,1/2/2015,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,100,0,100,24,26,47.2
Philadelphia Flyers,1/3/2015,1,0,1,--,0,0,0,0,0,0,2,5,2,5,50,66.7,50,66.7,20,18,50.9
Philadelphia Flyers,1/6/2015,1,1,0,--,0,2,1,0,0,1,1,1,1,1,25,100,25,100,34,42,49.3
Philadelphia Flyers,1/8/2015,1,1,0,--,0,2,1,0,1,0,3,2,3,2,25,66.7,25,66.7,33,28,53.1
Philadelphia Flyers,1/10/2015,1,0,1,--,0,0,0,0,0,0,1,3,1,3,16.7,75,0,75,25,18,50.9
