Team,Game Date,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Philadelphia Flyers,1/7/2018,1,1,0,--,0,2,1,1,1,0,4,1,4,1,33.3,66.7,33.3,66.7,29,31,48.5
Philadelphia Flyers,1/13/2018,1,1,0,--,0,2,1,1,1,0,5,3,5,3,100,71.4,100,71.4,25,29,50.8
Philadelphia Flyers,1/16/2018,1,0,1,--,0,0,0,0,0,0,1,5,1,5,0,50,-33.3,50,26,29,52.7
Philadelphia Flyers,1/18/2018,1,1,0,--,0,2,1,0,1,0,3,2,3,2,0,100,0,150,37,31,56.3
Philadelphia Flyers,1/20/2018,1,1,0,--,0,2,1,1,1,0,3,1,3,1,0,80,0,80,31,29,58.7
Philadelphia Flyers,1/21/2018,1,1,0,--,0,2,1,0,1,0,2,1,2,1,0,66.7,0,66.7,23,28,53.6
Philadelphia Flyers,1/23/2018,1,1,0,--,0,2,1,0,1,0,3,2,3,2,50,100,50,100,31,21,52.9
Philadelphia Flyers,1/25/2018,1,0,1,--,0,0,0,0,0,0,1,5,1,5,25,100,0,100,37,22,45.2
Philadelphia Flyers,1/31/2018,1,0,1,--,0,0,0,0,0,0,3,5,3,5,0,33.3,0,33.3,30,25,58.1
Philadelphia Flyers,2/1/2018,1,0,1,--,0,0,0,0,0,0,3,4,3,4,66.7,50,66.7,50,25,22,54.6
Philadelphia Flyers,2/3/2018,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,0,100,0,100,36,29,47.6
Philadelphia Flyers,2/6/2018,1,1,0,--,0,2,1,0,1,0,2,1,2,1,0,75,0,75,30,28,50
Philadelphia Flyers,2/8/2018,1,1,0,--,0,2,1,1,1,0,5,3,5,3,50,66.7,25,66.7,28,28,64.9
Philadelphia Flyers,2/10/2018,1,1,0,--,0,2,1,0,0,1,3,3,3,3,50,100,50,100,43,27,52.5
Philadelphia Flyers,2/11/2018,1,1,0,--,0,2,1,1,1,0,4,1,4,1,--,100,--,100,18,39,59.4
Philadelphia Flyers,2/13/2018,1,0,0,--,1,1,0.5,0,0,0,4,4,4,4,20,100,20,100,35,36,52.1
Philadelphia Flyers,2/16/2018,1,1,0,--,0,2,1,0,1,0,2,1,2,1,0,--,0,--,25,36,38.5
Philadelphia Flyers,2/18/2018,1,1,0,--,0,2,1,1,1,0,7,4,7,4,0,--,0,--,37,40,57.6
Philadelphia Flyers,2/20/2018,1,1,0,--,0,2,1,0,1,0,3,2,3,2,33.3,--,33.3,--,33,27,56.9
Philadelphia Flyers,2/22/2018,1,1,0,--,0,2,1,1,1,0,2,1,2,1,20,100,20,100,20,20,63.5
Philadelphia Flyers,2/24/2018,1,1,0,--,0,2,1,1,1,0,5,3,5,3,0,66.7,0,66.7,39,28,60
Philadelphia Flyers,2/26/2018,1,1,0,--,0,2,1,0,0,1,0,0,0,0,0,100,0,100,33,28,66.7
Philadelphia Flyers,3/1/2018,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,100,0,100,22,35,42.6
Philadelphia Flyers,3/3/2018,1,0,0,--,1,1,0.5,0,0,0,6,6,6,6,20,0,20,0,43,35,59.7
Philadelphia Flyers,3/4/2018,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,80,0,80,40,26,60.4
Philadelphia Flyers,3/7/2018,1,0,1,--,0,0,0,0,0,0,2,5,2,5,0,75,0,75,28,28,50
Philadelphia Flyers,3/8/2018,1,0,1,--,0,0,0,0,0,0,2,3,2,3,20,100,20,133.3,33,27,63.3
Philadelphia Flyers,3/10/2018,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,75,0,75,35,28,50
Philadelphia Flyers,3/12/2018,1,0,1,--,0,0,0,0,0,0,2,3,2,3,25,0,25,0,40,29,60
Philadelphia Flyers,3/15/2018,1,0,1,--,0,0,0,0,0,0,3,5,3,5,33.3,100,33.3,100,30,29,58.3
Philadelphia Flyers,3/17/2018,1,1,0,--,0,2,1,1,1,0,4,2,4,2,0,100,0,100,27,25,48.2
Philadelphia Flyers,3/18/2018,1,1,0,--,0,2,1,1,1,0,6,3,6,3,0,100,0,100,35,28,43.1
Philadelphia Flyers,3/20/2018,1,0,0,--,1,1,0.5,0,0,0,4,4,4,4,50,100,25,100,31,31,42.4
Philadelphia Flyers,3/22/2018,1,1,0,--,0,2,1,1,1,0,4,3,4,3,0,100,0,100,36,36,50
Philadelphia Flyers,3/25/2018,1,0,0,--,1,1,0.5,0,0,0,4,5,4,5,33.3,50,33.3,50,45,32,60.7
Philadelphia Flyers,3/27/2018,1,0,0,--,1,1,0.5,0,0,0,2,3,2,3,0,50,0,50,33,23,54.1
Philadelphia Flyers,3/28/2018,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,100,0,100,33,28,61.5
Philadelphia Flyers,4/1/2018,1,1,0,--,0,2,1,0,1,0,4,3,4,3,0,66.7,0,66.7,24,39,47.1
Philadelphia Flyers,4/3/2018,1,0,1,--,0,0,0,0,0,0,4,5,4,5,100,66.7,100,66.7,31,37,50.9
Philadelphia Flyers,4/5/2018,1,1,0,--,0,2,1,1,1,0,4,3,4,3,--,100,--,100,34,22,50
Philadelphia Flyers,4/7/2018,1,1,0,--,0,2,1,1,1,0,5,0,5,0,50,100,50,100,40,17,46.3
Philadelphia Flyers,10/4/2018,1,1,0,--,0,2,1,1,1,0,5,2,5,2,25,100,0,100,25,25,51.8
Philadelphia Flyers,10/6/2018,1,0,1,--,0,0,0,0,0,0,2,5,2,5,0,75,0,75,37,35,50.9
Philadelphia Flyers,10/9/2018,1,0,1,--,0,0,0,0,0,0,2,8,2,8,33.3,60,16.7,60,33,48,58.7
Philadelphia Flyers,10/10/2018,1,1,0,--,0,2,1,1,1,0,7,4,7,4,28.6,57.1,28.6,57.1,45,35,52.1
Philadelphia Flyers,10/13/2018,1,0,1,--,0,0,0,0,0,0,0,1,0,1,0,100,0,100,26,21,63.2
Philadelphia Flyers,10/16/2018,1,1,0,--,0,2,1,0,0,1,5,5,5,5,0,66.7,0,66.7,26,26,46.2
Philadelphia Flyers,10/18/2018,1,0,1,--,0,0,0,0,0,0,3,6,3,6,0,100,0,100,35,28,64
Philadelphia Flyers,10/20/2018,1,1,0,--,0,2,1,1,1,0,5,2,5,2,20,33.3,20,33.3,21,21,73.3
Philadelphia Flyers,10/22/2018,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,50,0,50,38,33,61.8
Philadelphia Flyers,10/25/2018,1,0,1,--,0,0,0,0,0,0,0,3,0,3,0,60,0,60,26,25,59.6
Philadelphia Flyers,10/27/2018,1,0,1,--,0,0,0,0,0,0,1,6,1,6,0,66.7,0,66.7,23,22,63.2
Philadelphia Flyers,10/30/2018,1,1,0,--,0,2,1,1,1,0,3,2,3,2,25,66.7,25,66.7,36,25,45.6
Philadelphia Flyers,11/1/2018,1,1,0,--,0,2,1,1,1,0,5,2,5,2,0,80,0,80,31,27,37.9
Philadelphia Flyers,11/3/2018,1,0,0,--,1,1,0.5,0,0,0,3,4,3,4,0,66.7,0,66.7,25,35,49.2
