Team,Game Date,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Philadelphia Flyers,11/15/2016,1,0,0,--,1,1,0.5,0,0,0,2,2,2,2,0,100,0,100,35,26,55.6
Philadelphia Flyers,11/17/2016,1,1,0,--,0,2,1,1,1,0,5,2,5,2,0,100,0,100,22,32,55.6
Philadelphia Flyers,11/19/2016,1,0,1,--,0,0,0,0,0,0,0,3,0,3,0,50,0,50,32,18,48
Philadelphia Flyers,11/22/2016,1,1,0,--,0,2,1,1,1,0,3,1,3,1,100,100,100,100,28,39,51.7
Philadelphia Flyers,11/23/2016,1,0,1,--,0,0,0,0,0,0,2,4,2,4,0,85.7,0,85.7,31,29,51.4
Philadelphia Flyers,11/25/2016,1,0,1,--,0,0,0,0,0,0,2,3,2,3,--,100,--,100,42,23,50.8
Philadelphia Flyers,11/27/2016,1,1,0,--,0,2,1,1,1,0,5,3,5,3,16.7,0,-16.7,0,43,32,52.8
Philadelphia Flyers,11/29/2016,1,1,0,--,0,2,1,0,0,1,2,2,2,2,20,100,20,100,21,47,45.3
Philadelphia Flyers,12/1/2016,1,1,0,--,0,2,1,0,1,0,3,2,3,2,0,50,0,50,32,21,45.6
Philadelphia Flyers,12/3/2016,1,1,0,--,0,2,1,1,1,0,3,1,3,1,0,100,0,100,30,27,58.5
Philadelphia Flyers,12/4/2016,1,1,0,--,0,2,1,1,1,0,4,2,4,2,40,100,40,100,28,32,46.2
Philadelphia Flyers,12/6/2016,1,1,0,--,0,2,1,0,1,0,3,2,3,2,25,100,25,100,25,44,55.2
Philadelphia Flyers,12/8/2016,1,1,0,--,0,2,1,1,1,0,6,5,6,5,20,50,0,50,31,33,60
Philadelphia Flyers,12/10/2016,1,1,0,--,0,2,1,1,1,0,4,2,4,2,50,100,50,100,22,23,56.3
Philadelphia Flyers,12/11/2016,1,1,0,--,0,2,1,0,1,0,1,0,1,0,0,100,0,100,36,28,44.3
Philadelphia Flyers,12/14/2016,1,1,0,--,0,2,1,1,1,0,4,3,4,3,0,100,0,100,25,29,42.9
Philadelphia Flyers,12/17/2016,1,0,1,--,0,0,0,0,0,0,1,3,1,3,0,100,0,100,32,28,51.9
Philadelphia Flyers,12/19/2016,1,0,0,--,1,1,0.5,0,0,0,1,1,1,1,0,100,0,100,32,31,53.6
Philadelphia Flyers,12/21/2016,1,1,0,--,0,2,1,0,0,1,2,2,2,2,0,100,0,100,38,38,54.6
Philadelphia Flyers,12/22/2016,1,0,1,--,0,0,0,0,0,0,0,4,0,4,0,66.7,0,66.7,16,22,54.7
Philadelphia Flyers,12/28/2016,1,0,1,--,0,0,0,0,0,0,3,6,3,6,25,50,25,50,20,25,58
Philadelphia Flyers,12/30/2016,1,0,1,--,0,0,0,0,0,0,0,2,0,2,0,66.7,0,66.7,21,34,50
Philadelphia Flyers,1/1/2017,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,20,100,20,100,55,25,48.3
Philadelphia Flyers,1/4/2017,1,0,1,--,0,0,0,0,0,0,2,5,2,5,33.3,100,33.3,100,32,28,64.4
Philadelphia Flyers,1/7/2017,1,1,0,--,0,2,1,1,1,0,4,2,4,2,0,100,0,100,44,26,57.4
Philadelphia Flyers,1/8/2017,1,0,0,--,1,1,0.5,0,0,0,1,2,1,2,0,100,0,100,26,25,51
Philadelphia Flyers,1/10/2017,1,0,1,--,0,0,0,0,0,0,1,4,1,4,50,50,50,50,40,27,62.5
Philadelphia Flyers,1/12/2017,1,1,0,--,0,2,1,0,0,1,4,4,4,4,50,87.5,50,87.5,35,38,49.3
Philadelphia Flyers,1/14/2017,1,0,1,--,0,0,0,0,0,0,3,6,3,6,50,66.7,25,66.7,24,39,45.2
Philadelphia Flyers,1/15/2017,1,0,1,--,0,0,0,0,0,0,0,5,0,5,0,50,0,50,24,22,48.8
Philadelphia Flyers,1/21/2017,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,71.4,0,71.4,36,29,57.8
Philadelphia Flyers,1/22/2017,1,1,0,--,0,2,1,0,1,0,3,2,3,2,0,100,0,100,47,38,46.7
Philadelphia Flyers,1/25/2017,1,1,0,--,0,2,1,1,1,0,2,0,2,0,33.3,100,33.3,100,26,34,58.3
Philadelphia Flyers,1/26/2017,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,100,0,100,34,28,63.6
Philadelphia Flyers,1/31/2017,1,0,1,--,0,0,0,0,0,0,1,5,1,5,20,71.4,20,71.4,16,28,42.4
Philadelphia Flyers,2/2/2017,1,1,0,--,0,2,1,1,1,0,3,1,3,1,33.3,100,33.3,100,24,16,54
Philadelphia Flyers,2/4/2017,1,0,0,--,1,1,0.5,0,0,0,0,1,0,1,0,100,0,100,17,28,50
Philadelphia Flyers,2/6/2017,1,0,1,--,0,0,0,0,0,0,0,2,0,2,0,100,0,100,26,16,60.4
Philadelphia Flyers,2/9/2017,1,0,1,--,0,0,0,0,0,0,1,3,1,3,33.3,50,33.3,50,35,30,41.3
Philadelphia Flyers,2/11/2017,1,1,0,--,0,2,1,0,1,0,2,1,2,1,0,66.7,0,66.7,35,24,50
Philadelphia Flyers,2/15/2017,1,0,1,--,0,0,0,0,0,0,1,3,1,3,0,100,0,100,34,23,55.4
Philadelphia Flyers,2/16/2017,1,0,1,--,0,0,0,0,0,0,3,6,3,6,33.3,--,33.3,--,36,25,47.9
Philadelphia Flyers,2/19/2017,1,1,0,--,0,2,1,1,1,0,3,2,3,2,66.7,100,66.7,100,28,20,48.3
Philadelphia Flyers,2/22/2017,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,50,0,50,34,29,66.2
Philadelphia Flyers,2/25/2017,1,0,1,--,0,0,0,0,0,0,2,4,2,4,25,80,25,80,38,29,59
Philadelphia Flyers,2/28/2017,1,1,0,--,0,2,1,1,1,0,4,0,4,0,66.7,100,66.7,125,26,33,52.1
Philadelphia Flyers,3/2/2017,1,1,0,--,0,2,1,0,0,1,1,1,1,1,0,100,-25,100,49,40,47.5
Philadelphia Flyers,3/4/2017,1,0,0,--,1,1,0.5,0,0,0,1,2,1,2,0,75,0,75,31,24,44.6
Philadelphia Flyers,3/7/2017,1,1,0,--,0,2,1,1,1,0,6,3,6,3,0,50,0,50,30,34,52.9
Philadelphia Flyers,3/9/2017,1,0,1,--,0,0,0,0,0,0,2,4,2,4,33.3,0,33.3,0,38,33,57.6
Philadelphia Flyers,3/11/2017,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,66.7,0,66.7,27,27,43.8
Philadelphia Flyers,3/13/2017,1,0,1,--,0,0,0,0,0,0,3,5,3,5,12.5,50,12.5,50,26,29,53.9
Philadelphia Flyers,3/15/2017,1,1,0,--,0,2,1,1,1,0,4,0,4,0,25,100,25,100,28,23,64.7
Philadelphia Flyers,3/16/2017,1,0,1,--,0,0,0,0,0,0,2,6,2,6,0,66.7,0,66.7,19,29,51.7
Philadelphia Flyers,3/19/2017,1,1,0,--,0,2,1,0,1,0,4,3,4,3,0,50,0,50,44,22,48.2
Philadelphia Flyers,3/21/2017,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,83.3,0,100,26,33,57.6
Philadelphia Flyers,3/23/2017,1,1,0,--,0,2,1,1,1,0,3,1,3,1,0,100,0,100,27,25,59.6
Philadelphia Flyers,3/25/2017,1,0,1,--,0,0,0,0,0,0,0,1,0,1,0,100,0,100,36,21,45.5
Philadelphia Flyers,3/26/2017,1,1,0,--,0,2,1,1,1,0,6,2,6,2,0,50,0,50,33,27,58.3
Philadelphia Flyers,3/28/2017,1,1,0,--,0,2,1,0,0,1,2,2,2,2,25,66.7,25,66.7,35,28,50
Philadelphia Flyers,3/30/2017,1,1,0,--,0,2,1,1,1,0,6,3,6,3,50,100,50,100,30,41,50
Philadelphia Flyers,4/1/2017,1,1,0,--,0,2,1,1,1,0,3,0,3,0,40,100,40,100,41,32,71.8
