Team,Game Date,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Philadelphia Flyers,2/20/2013,1,1,0,--,0,2,1,1,1,0,6,5,6,5,16.7,71.4,16.7,71.4,32,32,32.8
Philadelphia Flyers,2/21/2013,1,0,1,--,0,0,0,0,0,0,2,5,2,5,0,66.7,0,66.7,34,26,50.8
Philadelphia Flyers,2/23/2013,1,1,0,--,0,2,1,1,1,0,5,3,5,3,50,100,50,100,39,37,41.3
Philadelphia Flyers,2/25/2013,1,0,1,--,0,0,0,0,0,0,2,4,2,4,16.7,100,16.7,100,25,22,49.3
Philadelphia Flyers,2/27/2013,1,1,0,--,0,2,1,1,1,0,4,1,4,1,66.7,100,66.7,100,32,24,44.3
Philadelphia Flyers,3/2/2013,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,100,0,100,41,34,51.6
Philadelphia Flyers,3/5/2013,1,0,1,--,0,0,0,0,0,0,2,4,2,4,66.7,75,66.7,75,25,20,45
Philadelphia Flyers,3/7/2013,1,0,1,--,0,0,0,0,0,0,4,5,4,5,50,66.7,50,66.7,32,22,55
Philadelphia Flyers,3/9/2013,1,0,1,--,0,0,0,0,0,0,0,3,0,3,0,50,0,50,23,28,51.7
Philadelphia Flyers,3/10/2013,1,1,0,--,0,2,1,1,1,0,3,2,3,2,33.3,100,16.7,133.3,28,20,48.1
Philadelphia Flyers,3/13/2013,1,0,1,--,0,0,0,0,0,0,2,5,2,5,25,83.3,0,83.3,25,32,46.4
Philadelphia Flyers,3/15/2013,1,1,0,--,0,2,1,0,0,1,1,1,1,1,0,100,0,100,22,28,54.2
Philadelphia Flyers,3/18/2013,1,0,1,--,0,0,0,0,0,0,2,4,2,4,0,100,0,100,30,27,43.3
Philadelphia Flyers,3/24/2013,1,0,0,--,1,1,0.5,0,0,0,1,2,1,2,100,66.7,100,66.7,28,35,56.9
Philadelphia Flyers,3/26/2013,1,0,1,--,0,0,0,0,0,0,2,5,2,5,100,66.7,100,66.7,34,31,37.9
Philadelphia Flyers,3/28/2013,1,0,0,--,1,1,0.5,0,0,0,3,3,3,3,100,100,100,100,36,36,53.9
Philadelphia Flyers,3/30/2013,1,1,0,--,0,2,1,1,1,0,3,1,3,1,100,100,100,100,22,34,56
Philadelphia Flyers,3/31/2013,1,1,0,--,0,2,1,0,1,0,5,4,5,4,25,71.4,25,71.4,34,29,43.9
Philadelphia Flyers,4/3/2013,1,1,0,--,0,2,1,1,1,0,5,3,5,3,0,100,0,100,34,17,55.4
Philadelphia Flyers,4/4/2013,1,1,0,--,0,2,1,1,1,0,5,3,5,3,0,100,0,100,31,28,49.1
Philadelphia Flyers,4/6/2013,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,100,0,100,31,25,45.9
Philadelphia Flyers,4/9/2013,1,0,1,--,0,0,0,0,0,0,1,4,1,4,0,100,0,100,27,32,51
Philadelphia Flyers,4/11/2013,1,0,1,--,0,0,0,0,0,0,1,3,1,3,0,83.3,0,100,25,34,51.7
Philadelphia Flyers,4/13/2013,1,0,1,--,0,0,0,0,0,0,0,1,0,1,0,100,0,100,29,21,40.3
Philadelphia Flyers,4/15/2013,1,1,0,--,0,2,1,1,1,0,7,3,7,3,33.3,66.7,33.3,66.7,33,28,57.6
Philadelphia Flyers,4/16/2013,1,1,0,--,0,2,1,1,1,0,4,2,4,2,50,100,50,100,22,40,56.5
Philadelphia Flyers,4/18/2013,1,0,1,--,0,0,0,0,0,0,0,3,0,3,0,100,0,100,23,31,46.6
Philadelphia Flyers,4/20/2013,1,1,0,--,0,2,1,1,1,0,5,3,5,3,0,100,0,100,38,29,56.9
Philadelphia Flyers,4/23/2013,1,1,0,--,0,2,1,1,1,0,5,2,5,2,0,100,0,100,29,41,46.9
Philadelphia Flyers,4/25/2013,1,1,0,--,0,2,1,1,1,0,2,1,2,1,33.3,100,33.3,100,30,22,52.7
Philadelphia Flyers,4/27/2013,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,100,0,100,25,44,48.3
Philadelphia Flyers,10/2/2013,1,0,1,--,0,0,0,0,0,0,1,3,1,3,14.3,50,14.3,50,32,25,47.8
Philadelphia Flyers,10/5/2013,1,0,1,--,0,0,0,0,0,0,1,4,1,4,20,77.8,20,77.8,23,34,51.3
Philadelphia Flyers,10/6/2013,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,100,0,100,18,34,42.9
Philadelphia Flyers,10/8/2013,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,100,0,100,30,34,51
Philadelphia Flyers,10/11/2013,1,0,1,--,0,0,0,0,0,0,1,2,1,2,0,83.3,0,83.3,37,31,51.5
Philadelphia Flyers,10/12/2013,1,0,1,--,0,0,0,0,0,0,2,5,2,5,0,57.1,0,57.1,34,30,42.9
Philadelphia Flyers,10/15/2013,1,0,1,--,0,0,0,0,0,0,2,3,2,3,0,100,0,100,22,25,30
Philadelphia Flyers,10/17/2013,1,0,1,--,0,0,0,0,0,0,1,4,1,4,25,100,25,100,25,35,58.2
Philadelphia Flyers,10/24/2013,1,1,0,--,0,2,1,1,1,0,2,1,2,1,0,100,0,150,27,31,47.3
Philadelphia Flyers,10/26/2013,1,1,0,--,0,2,1,1,1,0,5,2,5,2,33.3,100,0,100,32,28,55.7
Philadelphia Flyers,10/29/2013,1,0,1,--,0,0,0,0,0,0,2,3,2,3,33.3,100,33.3,100,28,37,47.1
Philadelphia Flyers,11/1/2013,1,0,1,--,0,0,0,0,0,0,0,7,0,7,0,71.4,0,71.4,30,32,47.7
Philadelphia Flyers,11/2/2013,1,1,0,--,0,2,1,1,1,0,1,0,1,0,0,100,0,100,21,14,60.7
Philadelphia Flyers,11/5/2013,1,0,0,--,1,1,0.5,0,0,0,1,2,1,2,25,100,25,100,29,38,40.9
Philadelphia Flyers,11/7/2013,1,0,1,--,0,0,0,0,0,0,0,3,0,3,0,100,0,100,22,25,54.7
Philadelphia Flyers,11/9/2013,1,1,0,--,0,2,1,1,1,0,4,2,4,2,0,75,0,75,34,26,46.3
Philadelphia Flyers,11/12/2013,1,1,0,--,0,2,1,1,1,0,5,0,5,0,66.7,100,66.7,100,31,24,55.2
Philadelphia Flyers,11/13/2013,1,1,0,--,0,2,1,1,1,0,2,1,2,1,50,75,50,75,21,31,55.7
Philadelphia Flyers,11/15/2013,1,0,0,--,1,1,0.5,0,0,0,2,2,2,2,33.3,50,33.3,50,34,38,44.4
Philadelphia Flyers,11/19/2013,1,1,0,--,0,2,1,1,1,0,5,2,5,2,25,66.7,25,83.3,42,34,50.8
Philadelphia Flyers,11/21/2013,1,1,0,--,0,2,1,1,1,0,4,1,4,1,14.3,80,14.3,80,46,30,47.7
Philadelphia Flyers,11/23/2013,1,1,0,--,0,2,1,1,1,0,5,2,5,2,33.3,100,33.3,100,30,38,57.4
Philadelphia Flyers,11/25/2013,1,0,1,--,0,0,0,0,0,0,1,3,1,3,25,50,25,50,39,31,49.2
Philadelphia Flyers,11/27/2013,1,0,1,--,0,0,0,0,0,0,2,4,2,4,50,75,0,75,21,35,43.9
